frame,site_id,site_family,core_members,intrinsic_members,incorporated_members,associated_members,state_members,intrinsic_formula,intrinsic_topology,incorporated_formula,incorporated_topology,associated_formula,associated_topology,state_formula,state_topology,state_label,associated_species_labels,attached_components,descriptors
168,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
169,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
170,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
171,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
172,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
173,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
174,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
175,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
176,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
177,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
178,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
179,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
180,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
181,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
182,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
183,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
184,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
185,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
186,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
187,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
188,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
189,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
190,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
191,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
192,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
193,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
194,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
195,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
196,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
197,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
198,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
199,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
200,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
201,LAS_Ga_01,LAS_Ga,[576],[],[],[],[],bare,bare,bare,bare,bare,bare,bare,bare,bare,[],[],"{""n_core_members"": 1, ""n_intrinsic_members"": 0, ""n_incorporated_members"": 0, ""n_associated_members"": 0, ""n_state_members"": 0, ""n_associated_species"": 0, ""direct_core_contacts"": [], ""intrinsic_formula"": ""bare"", ""intrinsic_topology"": ""bare"", ""incorporated_formula"": ""bare"", ""incorporated_topology"": ""bare"", ""associated_formula"": ""bare"", ""associated_topology"": ""bare"", ""state_formula"": ""bare"", ""state_topology"": ""bare""}"
